,day,month,year,weekday,workingday,holiday,weathersit,temp,hum,windspeed,casual,registered,cnt
325,22,November,2018,Thursday,0,1,3,17.083347,96.25,7.959064,69,1538,1607
326,23,November,2018,Friday,1,0,2,18.074153,75.7917,22.500275,112,2454,2566
327,24,November,2018,Saturday,0,0,1,15.306653,54.9167,11.209368,560,935,1495
328,25,November,2018,Sunday,0,0,1,15.375,64.375,6.6260186,1095,1697,2792
329,26,November,2018,Monday,1,0,1,15.409153,68.1667,4.5841936,1249,1819,3068
330,27,November,2018,Tuesday,1,0,1,18.825847,69.8333,13.999918,810,2261,3071
331,28,November,2018,Wednesday,1,0,1,20.642598,74.3043,9.522174,253,3614,3867
332,29,November,2018,Thursday,1,0,2,18.791653,83.0833,17.292164,96,2818,2914
333,30,November,2018,Friday,1,0,1,13.325,61.3333,18.167586,188,3425,3613
334,12,January,2018,Friday,1,0,1,12.8125,52.4583,14.750586,182,3545,3727
335,12,February,2018,Monday,1,0,1,12.880847,62.5833,6.750518,268,3672,3940
336,12,March,2018,Monday,1,0,1,12.265847,61.2917,6.4174811,706,2908,3614
337,12,April,2018,Thursday,1,0,1,13.564153,77.5833,5.6252061,634,2851,3485
338,12,May,2018,Saturday,0,0,2,15.819153,82.7083,4.1679561,233,3578,3811
339,12,June,2018,Tuesday,1,0,3,18.9625,94.9583,15.583061,126,2468,2594
340,12,July,2018,Thursday,1,0,3,16.81,97.0417,17.833725,50,655,705
341,12,August,2018,Sunday,0,0,1,10.899153,58.0,16.083886,150,3172,3322
342,12,September,2018,Wednesday,1,0,1,11.924153,69.5833,5.5420189,261,3359,3620
343,12,October,2018,Friday,1,0,1,11.275,50.75,15.625807,502,2688,3190
344,12,November,2018,Monday,1,0,1,9.054153,49.0,4.4582939,377,2366,2743
345,12,December,2018,Wednesday,1,0,1,9.771653,67.0833,4.25115,143,3167,3310
346,13,December,2018,Thursday,1,0,1,11.5825,59.0,9.41685,155,3368,3523
347,14,December,2018,Friday,1,0,2,13.0175,66.375,4.0842061,178,3562,3740
348,15,December,2018,Saturday,0,0,2,17.3225,63.4167,17.958814,181,3528,3709
349,16,December,2018,Sunday,0,0,2,15.375,50.0417,17.458525,178,3399,3577
350,17,December,2018,Monday,1,0,2,10.591653,56.0833,16.292189,275,2464,2739
351,18,December,2018,Tuesday,1,0,1,9.771653,58.625,11.375193,220,2211,2431
352,19,December,2018,Wednesday,1,0,1,11.343347,63.75,11.584032,260,3143,3403
353,20,December,2018,Thursday,1,0,2,15.819153,59.5417,4.1252436,216,3534,3750
354,21,December,2018,Friday,1,0,2,17.561653,85.8333,14.8338,107,2553,2660
355,22,December,2018,Saturday,0,0,2,17.356653,75.75,3.167425,227,2841,3068
356,23,December,2018,Sunday,0,0,1,15.306653,68.625,18.374482,163,2046,2209
357,24,December,2018,Monday,1,0,1,12.4025,54.25,12.750368,155,856,1011
358,25,December,2018,Tuesday,0,1,1,11.266103,68.1304,10.391097,303,451,754
359,26,December,2018,Wednesday,1,0,1,13.191299,50.6957,16.044155,430,887,1317
360,27,December,2018,Thursday,1,0,2,13.325,76.25,12.62615,103,1059,1162
361,28,December,2018,Friday,1,0,1,12.26433,50.3913,19.695387,255,2047,2302
362,29,December,2018,Saturday,0,0,1,10.181653,57.4167,8.000604,254,2169,2423
363,30,December,2018,Sunday,0,0,1,12.778347,63.6667,9.000579,491,2508,2999
364,31,December,2018,Monday,1,0,1,16.81,61.5833,14.750318,665,1820,2485
365,1,January,2019,Tuesday,0,1,1,15.17,69.25,12.875189,686,1608,2294
366,1,February,2019,Friday,1,0,1,11.194763,38.1304,22.087555,244,1707,1951
367,1,March,2019,Friday,1,0,1,6.15,44.125,24.499957,89,2147,2236
368,1,April,2019,Monday,1,0,2,4.4075,41.4583,12.3749,95,2273,2368
369,1,May,2019,Wednesday,1,0,1,10.899153,52.4167,8.709129,140,3132,3272
370,1,June,2019,Saturday,0,0,1,13.700847,54.2083,11.249836,307,3791,4098
371,1,July,2019,Monday,1,0,1,16.126653,53.1667,11.708786,1070,3451,4521
372,1,August,2019,Thursday,1,0,1,13.8375,46.5,12.833314,599,2826,3425
373,1,September,2019,Sunday,0,0,2,9.190847,70.1667,6.6263,106,2270,2376
374,1,October,2019,Tuesday,1,0,1,12.656536,64.6522,12.565984,173,3425,3598
375,1,November,2019,Friday,1,0,2,11.240847,84.75,8.791807,92,2085,2177
376,1,December,2019,Sunday,0,0,2,15.6825,80.2917,12.124789,269,3828,4097
377,13,January,2019,Sunday,0,0,1,11.240847,50.75,25.333236,174,3040,3214
378,14,January,2019,Monday,1,0,1,7.38,45.75,12.541261,333,2160,2493
379,15,January,2019,Tuesday,1,0,1,6.833347,41.9167,16.834286,284,2027,2311
380,16,January,2019,Wednesday,1,0,1,7.79,52.25,15.500986,217,2081,2298
381,17,January,2019,Thursday,1,0,2,15.294763,71.6087,23.39171,127,2808,2935
382,18,January,2019,Friday,1,0,1,12.436653,44.3333,27.833743,109,3267,3376
383,19,January,2019,Saturday,0,0,1,7.79,49.75,14.750586,130,3162,3292
384,20,January,2019,Sunday,0,0,2,8.9175,45.0,13.58425,115,3048,3163
385,21,January,2019,Monday,0,1,2,7.106653,83.125,14.917014,67,1234,1301
386,22,January,2019,Tuesday,1,0,2,6.6625,79.625,13.375746,196,1781,1977
387,23,January,2019,Wednesday,1,0,2,8.951653,91.125,7.417436,145,2287,2432
388,24,January,2019,Thursday,1,0,1,14.0425,83.5833,8.292389,439,3900,4339
389,25,January,2019,Friday,1,0,1,12.060847,64.375,10.791757,467,3803,4270
390,26,January,2019,Saturday,0,0,2,14.008347,76.9583,4.9175186,244,3831,4075
391,27,January,2019,Sunday,0,0,2,17.425,74.125,22.958689,269,3187,3456
392,28,January,2019,Monday,1,0,1,12.949153,54.3333,14.125543,775,3248,4023
393,29,January,2019,Tuesday,1,0,1,11.5825,31.125,16.08335,558,2685,3243
394,30,January,2019,Wednesday,1,0,1,11.035847,40.0833,14.458064,126,3498,3624
395,31,January,2019,Thursday,1,0,1,15.99,41.6667,17.541739,324,4185,4509
396,2,January,2019,Wednesday,1,0,1,19.235847,50.7917,12.667489,304,4275,4579
397,2,February,2019,Saturday,0,0,2,16.365847,67.2917,12.541529,190,3571,3761
398,2,March,2019,Saturday,0,0,1,12.846653,52.6667,11.959232,310,3841,4151
399,2,April,2019,Tuesday,1,0,2,10.830847,77.9583,8.167032,384,2448,2832
400,2,May,2019,Thursday,1,0,2,10.899153,68.7917,11.791732,318,2629,2947
401,2,June,2019,Sunday,0,0,1,11.586969,62.2174,10.3046,206,3578,3784
402,2,July,2019,Tuesday,1,0,1,14.520847,49.625,9.874393,199,4176,4375
403,2,August,2019,Friday,1,0,2,10.523347,72.2917,8.959307,109,2693,2802
404,2,September,2019,Monday,1,0,1,10.865,56.2083,13.000479,163,3667,3830
405,2,October,2019,Wednesday,1,0,2,11.514153,54.0,7.834243,227,3604,3831
406,2,November,2019,Saturday,0,0,3,9.190847,73.125,19.416332,192,1977,2169
407,2,December,2019,Monday,1,0,1,5.2275,46.4583,27.417204,73,1456,1529
408,13,February,2019,Wednesday,1,0,1,9.1225,41.125,11.207961,94,3328,3422
409,14,February,2019,Thursday,1,0,2,13.085847,50.875,9.458993,135,3787,3922
410,15,February,2019,Friday,1,0,1,14.281653,53.125,12.1672,141,4028,4169
411,16,February,2019,Saturday,0,0,2,12.983347,75.2917,6.125475,74,2931,3005
412,17,February,2019,Sunday,0,0,1,14.076653,63.4583,13.791682,349,3805,4154
413,18,February,2019,Monday,0,1,1,14.213347,53.4583,12.792243,1435,2883,4318
414,19,February,2019,Tuesday,1,0,2,11.48,51.5833,16.958504,618,2071,2689
415,20,February,2019,Wednesday,1,0,1,11.48,50.7826,15.348561,502,2627,3129
416,21,February,2019,Thursday,1,0,1,11.800866,59.4348,13.783039,163,3614,3777
417,22,February,2019,Friday,1,0,1,16.229153,56.7917,15.709557,394,4379,4773
418,23,February,2019,Saturday,0,0,1,18.620847,55.4583,12.791171,516,4546,5062
419,24,February,2019,Sunday,0,0,2,16.7075,73.75,15.916989,246,3241,3487
420,25,February,2019,Monday,1,0,1,11.924153,39.5833,28.250014,317,2415,2732
421,26,February,2019,Tuesday,1,0,1,11.445847,41.0,13.750343,515,2874,3389
422,27,February,2019,Wednesday,1,0,1,15.033347,49.0833,17.958211,253,4069,4322
423,28,February,2019,Thursday,1,0,1,14.725847,39.5833,12.958939,229,4134,4363
424,3,January,2019,Thursday,1,0,1,19.919153,61.5417,15.208129,325,4665,4990
425,3,February,2019,Sunday,0,0,2,14.486653,65.7083,9.708568,246,2948,3194
426,3,March,2019,Sunday,0,0,2,16.980847,62.125,10.792293,956,3110,4066
427,3,April,2019,Wednesday,1,0,1,13.359153,40.3333,22.416257,710,2713,3423
428,3,May,2019,Friday,1,0,1,9.976653,50.625,15.333486,203,3130,3333
429,3,June,2019,Monday,1,0,1,10.591653,45.6667,13.458625,221,3735,3956
430,3,July,2019,Wednesday,1,0,1,16.570847,51.3333,23.167193,432,4484,4916
431,3,August,2019,Saturday,0,0,1,21.6275,56.75,29.584721,486,4896,5382
432,3,September,2019,Tuesday,1,0,2,16.844153,40.7083,27.7916,447,4122,4569
433,3,October,2019,Thursday,1,0,1,11.7875,35.0417,15.12525,968,3150,4118
434,3,November,2019,Sunday,0,0,1,14.831299,47.6957,14.913329,1658,3253,4911
435,3,December,2019,Tuesday,1,0,1,19.133347,48.9167,13.916771,838,4460,5298
436,13,March,2019,Wednesday,1,0,1,23.165,61.75,15.87565,762,5085,5847
437,14,March,2019,Thursday,1,0,1,23.4725,50.7083,7.709154,997,5315,6312
438,15,March,2019,Friday,1,0,1,22.8575,57.9583,10.042161,1005,5187,6192
439,16,March,2019,Saturday,0,0,2,17.869153,84.2083,7.583864,548,3830,4378
440,17,March,2019,Sunday,0,0,2,21.080847,75.5833,7.417168,3155,4681,7836
441,18,March,2019,Monday,1,0,2,19.3725,81.0,8.501161,2207,3685,5892
442,19,March,2019,Tuesday,1,0,1,22.345,72.875,10.875239,982,5171,6153
443,20,March,2019,Wednesday,1,0,1,22.994153,80.7917,8.125157,1051,5042,6093
444,21,March,2019,Thursday,1,0,2,21.798347,82.125,6.0004061,1122,5108,6230
445,22,March,2019,Friday,1,0,1,22.720847,83.125,7.876654,1334,5537,6871
446,23,March,2019,Saturday,0,0,2,24.668347,69.4167,7.7921,2469,5893,8362
447,24,March,2019,Sunday,0,0,2,20.6025,88.5417,12.916461,1033,2339,3372
448,25,March,2019,Monday,1,0,2,17.9375,88.0833,14.791925,1532,3464,4996
449,26,March,2019,Tuesday,1,0,1,18.279153,47.7917,25.917007,795,4763,5558
450,27,March,2019,Wednesday,1,0,1,13.256653,29.0,12.541864,531,4571,5102
451,28,March,2019,Thursday,1,0,1,19.850847,48.125,19.541957,674,5024,5698
452,29,March,2019,Friday,1,0,1,20.260847,43.9167,21.41655,834,5299,6133
453,30,March,2019,Saturday,0,0,2,15.17,58.0833,9.250489,796,4663,5459
454,31,March,2019,Sunday,0,0,2,17.390847,73.8333,16.791339,2301,3934,6235
455,4,January,2019,Friday,1,0,2,17.459153,67.625,11.541889,2347,3694,6041
456,4,February,2019,Monday,1,0,1,17.790433,50.4348,20.913313,1208,4728,5936
457,4,March,2019,Monday,1,0,1,19.133347,39.6667,6.708911,1348,5424,6772
458,4,April,2019,Thursday,1,0,1,22.208347,46.9583,12.125325,1058,5378,6436
459,4,May,2019,Saturday,0,0,1,17.835,37.4167,14.708443,1192,5265,6457
460,4,June,2019,Tuesday,1,0,1,16.536653,37.7083,20.125996,1807,4653,6460
461,4,July,2019,Thursday,1,0,1,17.9375,25.4167,18.416357,3252,3605,6857
462,4,August,2019,Sunday,0,0,1,20.5,27.5833,15.583932,2230,2939,5169
463,4,September,2019,Wednesday,1,0,1,20.055847,31.75,23.999132,905,4680,5585
464,4,October,2019,Friday,1,0,1,18.313347,43.5,16.708125,819,5099,5918
465,4,November,2019,Monday,1,0,1,14.296536,46.9565,19.783358,482,4380,4862
466,4,December,2019,Wednesday,1,0,1,16.2975,46.625,19.458743,663,4746,5409
467,13,April,2019,Saturday,0,0,1,18.1425,40.8333,10.416557,1252,5146,6398
468,14,April,2019,Sunday,0,0,1,20.295,50.2917,12.791439,2795,4665,7460
469,15,April,2019,Monday,1,0,1,24.873347,50.7917,15.083643,2846,4286,7132
470,16,April,2019,Tuesday,0,1,1,27.230847,56.1667,19.083543,1198,5172,6370
471,17,April,2019,Wednesday,1,0,1,24.941653,39.0417,18.333143,989,5702,6691
472,18,April,2019,Thursday,1,0,2,18.996653,56.9167,11.250104,347,4020,4367
473,19,April,2019,Friday,1,0,1,20.431653,61.25,4.4172564,846,5719,6565
474,20,April,2019,Saturday,0,0,1,21.593347,69.4583,10.041357,1340,5950,7290
475,21,April,2019,Sunday,0,0,1,23.37,68.2917,19.000329,2541,4083,6624
476,22,April,2019,Monday,1,0,3,16.263347,83.5417,23.084582,120,907,1027
477,23,April,2019,Tuesday,1,0,2,13.188347,76.6667,20.334232,195,3019,3214
478,24,April,2019,Wednesday,1,0,1,16.946653,45.4167,16.708661,518,5115,5633
479,25,April,2019,Thursday,1,0,1,19.543347,42.7917,7.959064,655,5541,6196
480,26,April,2019,Friday,1,0,2,20.431653,75.6667,11.833875,475,4551,5026
481,27,April,2019,Saturday,0,0,1,18.7575,40.0833,23.291411,1014,5219,6233
482,28,April,2019,Sunday,0,0,2,15.443347,48.9583,8.708325,1120,3100,4220
483,29,April,2019,Monday,1,0,1,18.791653,58.7083,7.832836,2229,4075,6304
484,30,April,2019,Tuesday,1,0,2,19.030847,57.0,11.499746,665,4907,5572
485,5,January,2019,Saturday,0,0,2,25.146653,65.9583,10.458432,653,5087,5740
486,5,February,2019,Tuesday,1,0,1,23.130847,79.7083,9.249886,667,5502,6169
487,5,March,2019,Tuesday,1,0,2,22.96,76.8333,8.957632,764,5657,6421
488,5,April,2019,Friday,1,0,1,25.7275,73.5417,10.916846,1069,5227,6296
489,5,May,2019,Sunday,0,0,2,25.488347,75.6667,10.250464,2496,4387,6883
490,5,June,2019,Wednesday,1,0,2,23.0625,74.0,10.041893,2135,4224,6359
491,5,July,2019,Friday,1,0,2,22.0375,66.4167,15.458307,1008,5265,6273
492,5,August,2019,Monday,1,0,2,23.848347,68.5833,19.833943,738,4990,5728
493,5,September,2019,Thursday,1,0,2,23.575,74.4167,14.499604,620,4097,4717
494,5,October,2019,Saturday,0,0,1,20.739153,55.2083,21.042221,1026,5546,6572
495,5,November,2019,Tuesday,1,0,1,21.866653,36.0417,15.874779,1319,5711,7030
496,5,December,2019,Thursday,1,0,1,23.130847,48.0417,8.249911,2622,4807,7429
497,13,May,2019,Monday,1,0,1,25.1125,57.625,15.082839,2172,3946,6118
498,14,May,2019,Tuesday,1,0,2,23.506653,78.9583,14.250364,342,2501,2843
499,15,May,2019,Wednesday,1,0,2,25.078347,79.4583,9.875264,625,4490,5115
500,16,May,2019,Thursday,1,0,1,26.103347,69.7917,8.208304,991,6433,7424
501,17,May,2019,Friday,1,0,1,24.326653,52.0,15.374825,1242,6142,7384
502,18,May,2019,Saturday,0,0,1,23.130847,52.3333,9.166739,1521,6118,7639
503,19,May,2019,Sunday,0,0,1,24.6,45.625,5.626325,3410,4884,8294
504,20,May,2019,Monday,1,0,1,25.454153,53.0417,17.042589,2704,4425,7129
505,21,May,2019,Tuesday,1,0,2,24.531653,81.125,15.624668,630,3729,4359
506,22,May,2019,Wednesday,1,0,2,25.215,76.5833,7.917189,819,5254,6073
507,23,May,2019,Thursday,1,0,2,25.488347,77.4583,6.834,766,4494,5260
508,24,May,2019,Friday,1,0,1,26.855,71.6667,11.584032,1059,5711,6770
509,25,May,2019,Saturday,0,0,1,27.88,74.7083,9.41685,1417,5317,6734
510,26,May,2019,Sunday,0,0,1,28.3925,73.25,13.332464,2855,3681,6536
511,27,May,2019,Monday,0,1,1,28.29,69.7083,14.416457,3283,3308,6591
512,28,May,2019,Tuesday,1,0,1,29.2125,67.625,13.166907,2557,3486,6043
513,29,May,2019,Wednesday,1,0,1,29.6225,68.4583,19.7918,880,4863,5743
514,30,May,2019,Thursday,1,0,2,26.923347,67.0,9.000043,745,6110,6855
515,31,May,2019,Friday,1,0,1,27.88,49.2917,13.083693,1100,6238,7338
516,6,January,2019,Sunday,0,0,2,26.820847,75.5417,15.916721,533,3594,4127
517,6,February,2019,Wednesday,1,0,1,23.916653,54.9167,12.499654,2795,5325,8120
518,6,March,2019,Wednesday,1,0,1,24.7025,49.3333,12.333829,2494,5147,7641
519,6,April,2019,Saturday,0,0,1,24.4975,48.7083,19.083811,1071,5927,6998
520,6,May,2019,Monday,1,0,2,22.174153,61.3333,14.041525,968,6033,7001
521,6,June,2019,Thursday,1,0,1,22.720847,61.125,5.167375,1027,6028,7055
522,6,July,2019,Saturday,0,0,1,24.7025,56.7083,10.54245,1038,6456,7494
523,6,August,2019,Tuesday,1,0,1,26.615847,46.7917,11.750661,1488,6248,7736
524,6,September,2019,Friday,1,0,1,29.144153,43.7083,9.667229,2708,4790,7498
525,6,October,2019,Sunday,0,0,1,29.793347,53.8333,8.959307,2224,4374,6598
526,6,November,2019,Wednesday,1,0,2,29.554153,58.7917,13.916771,1017,5647,6664
527,6,December,2019,Friday,1,0,2,26.786653,83.3333,14.374582,477,4495,4972
528,13,June,2019,Thursday,1,0,1,26.889153,58.2083,22.999693,1173,6248,7421
529,14,June,2019,Friday,1,0,1,26.581653,56.9583,17.000111,1180,6183,7363
530,15,June,2019,Saturday,0,0,1,26.205847,58.9583,11.833339,1563,6102,7665
531,16,June,2019,Sunday,0,0,1,25.898347,50.4167,11.166689,2963,4739,7702
532,17,June,2019,Monday,1,0,1,24.2925,59.875,9.708568,2634,4344,6978
533,18,June,2019,Tuesday,1,0,2,23.301653,77.7917,11.707982,653,4446,5099
534,19,June,2019,Wednesday,1,0,1,28.221653,69.0,9.917139,968,5857,6825
535,20,June,2019,Thursday,1,0,1,32.0825,59.2083,7.625404,872,5339,6211
536,21,June,2019,Friday,1,0,1,33.039153,56.7917,7.958729,778,5127,5905
537,22,June,2019,Saturday,0,0,1,31.8775,57.375,12.250414,964,4859,5823
538,23,June,2019,Sunday,0,0,1,29.998347,53.4583,12.041307,2657,4801,7458
539,24,June,2019,Monday,1,0,1,30.476653,47.9167,9.750175,2551,4340,6891
540,25,June,2019,Tuesday,1,0,1,29.349153,50.4167,20.125661,1139,5640,6779
541,26,June,2019,Wednesday,1,0,1,25.864153,37.3333,23.292014,1077,6365,7442
542,27,June,2019,Thursday,1,0,1,28.5975,36.0,18.208925,1077,6258,7335
543,28,June,2019,Friday,1,0,1,30.715847,42.25,11.50055,921,5958,6879
544,29,June,2019,Saturday,0,0,1,34.200847,48.875,11.082939,829,4634,5463
545,30,June,2019,Sunday,0,0,1,31.365,60.125,10.791757,1455,4232,5687
546,7,January,2019,Monday,1,0,1,33.449153,51.875,11.291443,1421,4110,5531
547,7,February,2019,Thursday,1,0,1,32.048347,44.7083,13.082889,904,5323,6227
548,7,March,2019,Thursday,1,0,1,32.014153,49.2083,8.457879,1052,5608,6660
549,7,April,2019,Sunday,0,1,1,32.355847,53.875,9.04165,2562,4841,7403
550,7,May,2019,Tuesday,1,0,1,33.9275,45.7917,12.999943,1405,4836,6241
551,7,June,2019,Friday,1,0,1,33.961653,45.0833,9.791514,1366,4841,6207
552,7,July,2019,Sunday,0,0,1,35.328347,49.2083,10.958118,1448,3392,4840
553,7,August,2019,Wednesday,1,0,1,33.7225,57.375,8.417143,1203,3469,4672
554,7,September,2019,Saturday,0,0,2,29.144153,68.3333,12.125325,998,5571,6569
555,7,October,2019,Monday,1,0,2,29.554153,66.75,10.166379,954,5336,6290
556,7,November,2019,Thursday,1,0,1,29.383347,63.3333,10.166111,975,6289,7264
557,7,December,2019,Saturday,0,0,1,29.349153,52.9583,9.833925,1032,6414,7446
558,13,July,2019,Saturday,0,0,2,29.998347,48.5833,5.41695,1511,5988,7499
559,14,July,2019,Sunday,0,0,2,28.836653,69.9167,9.626493,2355,4614,6969
560,15,July,2019,Monday,1,0,1,30.579153,71.7917,11.166689,1920,4111,6031
561,16,July,2019,Tuesday,1,0,1,31.296653,64.5,11.000529,1088,5742,6830
562,17,July,2019,Wednesday,1,0,1,33.551653,50.5833,7.666743,921,5865,6786
563,18,July,2019,Thursday,1,0,1,32.526653,57.7083,9.208614,799,4914,5713
564,19,July,2019,Friday,1,0,1,31.57,60.0417,11.083743,888,5703,6591
565,20,July,2019,Saturday,0,0,2,27.299153,84.4167,14.000789,747,5123,5870
566,21,July,2019,Sunday,0,0,3,24.429153,86.5417,14.2911,1264,3195,4459
567,22,July,2019,Monday,1,0,2,27.3675,76.25,6.2926936,2544,4866,7410
568,23,July,2019,Tuesday,1,0,1,30.408347,69.4167,9.291761,1135,5831,6966
569,24,July,2019,Wednesday,1,0,1,30.784153,65.5,14.167418,1140,6452,7592
570,25,July,2019,Thursday,1,0,1,29.690847,45.0,11.0416,1383,6790,8173
571,26,July,2019,Friday,1,0,1,31.843347,59.6667,19.082471,1036,5825,6861
572,27,July,2019,Saturday,0,0,1,32.048347,59.4583,10.250464,1259,5645,6904
573,28,July,2019,Sunday,0,0,1,30.989153,61.3333,10.54245,2234,4451,6685
574,29,July,2019,Monday,1,0,1,29.588347,62.375,11.416532,2153,4444,6597
575,30,July,2019,Tuesday,1,0,1,29.964153,66.875,10.292339,1040,6065,7105
576,31,July,2019,Wednesday,1,0,1,29.246653,70.4167,11.083475,968,6248,7216
577,8,January,2019,Tuesday,1,0,1,29.4175,67.75,9.458993,1074,6506,7580
578,8,February,2019,Friday,1,0,1,30.8525,65.9583,8.666718,983,6278,7261
579,8,March,2019,Friday,1,0,2,31.399153,64.25,14.458064,1328,5847,7175
580,8,April,2019,Monday,1,0,1,32.526653,61.3333,17.249686,2345,4479,6824
581,8,May,2019,Wednesday,1,0,1,31.535847,65.25,19.458207,1707,3757,5464
582,8,June,2019,Saturday,0,0,2,30.8525,65.4167,8.666718,1233,5780,7013
583,8,July,2019,Monday,1,0,2,30.169153,70.375,7.832836,1278,5995,7273
584,8,August,2019,Thursday,1,0,2,30.75,67.2917,7.4169,1263,6271,7534
585,8,September,2019,Sunday,0,0,1,30.989153,62.0417,10.4587,1196,6090,7286
586,8,October,2019,Tuesday,1,0,2,29.349153,71.5833,16.000471,1065,4721,5786
587,8,November,2019,Friday,1,0,2,28.3925,73.2917,13.834093,2247,4052,6299
588,8,December,2019,Sunday,0,0,1,28.734153,53.0417,8.208304,2182,4362,6544
589,13,August,2019,Tuesday,1,0,1,29.554153,54.5417,9.126204,1207,5676,6883
590,14,August,2019,Wednesday,1,0,1,29.793347,68.6667,11.333586,1128,5656,6784
591,15,August,2019,Thursday,1,0,1,28.973347,61.9583,11.374657,1198,6149,7347
592,16,August,2019,Friday,1,0,1,29.485847,51.9167,9.500332,1338,6267,7605
593,17,August,2019,Saturday,0,0,1,29.656653,57.0833,15.500718,1483,5665,7148
594,18,August,2019,Sunday,0,0,1,27.811653,60.3333,11.917089,2827,5038,7865
595,19,August,2019,Monday,1,0,2,26.069153,71.1667,5.79215,1208,3341,4549
596,20,August,2019,Tuesday,1,0,2,26.069153,73.4167,8.708593,1026,5504,6530
597,21,August,2019,Wednesday,1,0,1,26.615847,67.375,4.8756436,1081,5925,7006
598,22,August,2019,Thursday,1,0,1,27.3675,67.7083,4.7089811,1094,6281,7375
599,23,August,2019,Friday,1,0,1,28.529153,63.5833,5.6679186,1363,6402,7765
600,24,August,2019,Saturday,0,0,2,28.8025,61.5,4.8337686,1325,6257,7582
601,25,August,2019,Sunday,0,0,2,27.128347,71.2917,16.375336,1829,4224,6053
602,26,August,2019,Monday,1,0,2,26.786653,84.5833,15.333486,1483,3772,5255
603,27,August,2019,Tuesday,1,0,1,28.836653,73.0417,8.625111,989,5928,6917
604,28,August,2019,Wednesday,1,0,1,29.861653,62.0,12.791975,935,6105,7040
605,29,August,2019,Thursday,1,0,1,28.085,55.2083,7.541654,1177,6520,7697
606,30,August,2019,Friday,1,0,1,28.973347,59.0417,5.1668189,1172,6541,7713
607,31,August,2019,Saturday,0,0,1,31.330847,58.75,11.291711,1433,5917,7350
608,9,January,2019,Wednesday,1,0,2,30.886653,63.8333,7.583529,2352,3788,6140
609,9,February,2019,Saturday,0,1,2,28.563347,81.5,4.2927436,2613,3197,5810
610,9,March,2019,Saturday,0,0,1,29.0075,79.0833,10.125107,1965,4069,6034
611,9,April,2019,Tuesday,1,0,1,29.759153,75.5,15.833507,867,5997,6864
612,9,May,2019,Thursday,1,0,1,30.203347,74.125,12.583136,832,6280,7112
613,9,June,2019,Sunday,0,0,2,28.563347,81.0417,9.542207,611,5592,6203
614,9,July,2019,Tuesday,1,0,1,28.836653,73.625,11.500282,1045,6459,7504
615,9,August,2019,Friday,1,0,2,27.025847,79.9167,18.833968,1557,4419,5976
616,9,September,2019,Monday,1,0,1,25.01,54.75,15.041232,2570,5657,8227
617,9,October,2019,Wednesday,1,0,1,23.916653,50.375,17.333771,1118,6407,7525
618,9,November,2019,Saturday,0,0,1,23.6775,52.0,6.1676314,1070,6697,7767
619,9,December,2019,Monday,1,0,1,24.565847,57.7083,8.833682,1050,6820,7870
620,13,September,2019,Friday,1,0,1,25.1125,63.7083,5.5422936,1054,6750,7804
621,14,September,2019,Saturday,0,1,1,25.966653,67.25,6.958821,1379,6630,8009
622,15,September,2019,Sunday,0,0,1,24.941653,50.1667,16.583907,3160,5554,8714
623,16,September,2019,Monday,1,0,1,23.78,57.0,6.0422811,2166,5167,7333
624,17,September,2019,Tuesday,1,0,2,23.814153,73.4583,10.166714,1022,5847,6869
625,18,September,2019,Wednesday,1,0,2,25.556653,87.25,23.958329,371,3702,4073
626,19,September,2019,Thursday,1,0,1,22.6525,53.6667,14.416725,788,6803,7591
627,20,September,2019,Friday,1,0,1,22.413347,61.8333,7.917189,939,6781,7720
628,21,September,2019,Saturday,0,0,1,24.565847,66.875,10.333343,1250,6917,8167
629,22,September,2019,Sunday,0,0,1,26.65,64.6667,19.000061,2512,5883,8395
630,23,September,2019,Monday,1,0,1,21.695847,46.7083,14.958286,2454,5453,7907
631,24,September,2019,Tuesday,1,0,1,21.080847,49.2917,9.541068,1001,6435,7436
632,25,September,2019,Wednesday,1,0,1,22.55,57.0,15.833507,845,6693,7538
633,26,September,2019,Thursday,1,0,1,26.035,63.0833,16.3748,787,6946,7733
634,27,September,2019,Friday,1,0,2,26.65,69.0833,9.000914,751,6642,7393
635,28,September,2019,Saturday,0,0,2,25.385847,69.0,10.999993,1045,6370,7415
636,29,September,2019,Sunday,0,0,1,22.2425,54.2917,15.249468,2589,5966,8555
637,30,September,2019,Monday,1,0,1,21.593347,58.3333,9.042186,2015,4874,6889
638,10,January,2019,Thursday,1,0,2,21.354153,64.9167,6.0838814,763,6015,6778
639,10,February,2019,Sunday,0,0,3,24.224153,87.1667,6.999825,315,4324,4639
640,10,March,2019,Sunday,0,0,2,26.9575,79.375,4.4585686,728,6844,7572
641,10,April,2019,Wednesday,1,0,2,26.9575,72.2917,7.875582,891,6437,7328
642,10,May,2019,Friday,1,0,1,25.215,62.75,7.12545,1516,6640,8156
643,10,June,2019,Monday,1,0,1,22.720847,66.4167,17.957675,3031,4934,7965
644,10,July,2019,Wednesday,1,0,2,17.049153,70.8333,9.457854,781,2729,3510
645,10,August,2019,Saturday,0,0,2,15.716653,70.9583,12.708493,874,4604,5478
646,10,September,2019,Tuesday,1,0,2,18.313347,76.1667,12.7501,601,5791,6392
647,10,October,2019,Thursday,1,0,1,21.080847,63.0833,12.584007,780,6911,7691
648,10,November,2019,Sunday,0,0,1,17.835,46.3333,12.166932,834,6736,7570
